
步骤0	当前分析栈:voidmain(){A}#	余留符号串：voidmain(){intsum=0,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤14	当前分析栈:U'Z';BRA}#	余留符号串：=0,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:sum#
步骤15	当前分析栈:=L@EQ_U'Z';BRA}#	余留符号串：=0,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:sum#
步骤16	当前分析栈:L@EQ_U'Z';BRA}#	余留符号串：0,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:sum#
步骤17	当前分析栈:TL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：0,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:sum#
步骤18	当前分析栈:FT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：0,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:sum#
步骤19	当前分析栈:@ASS_FnumT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：0,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:sum#
步骤20	当前分析栈:numT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：0,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:0sum#
步骤21	当前分析栈:T'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:0sum#
步骤22	当前分析栈:@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:0sum#
步骤23	当前分析栈:L'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:0sum#
步骤24	当前分析栈:@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:0sum#
步骤25	当前分析栈:@EQ_U'Z';BRA}#	余留符号串：,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:0sum#
步骤26	当前分析栈:Z';BRA}#	余留符号串：,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤27	当前分析栈:,Z;BRA}#	余留符号串：,mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤28	当前分析栈:Z;BRA}#	余留符号串：mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤29	当前分析栈:UZ';BRA}#	余留符号串：mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤30	当前分析栈:@ASS_UidU'Z';BRA}#	余留符号串：mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤31	当前分析栈:idU'Z';BRA}#	余留符号串：mul=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:mul#
步骤32	当前分析栈:U'Z';BRA}#	余留符号串：=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:mul#
步骤33	当前分析栈:=L@EQ_U'Z';BRA}#	余留符号串：=1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:mul#
步骤34	当前分析栈:L@EQ_U'Z';BRA}#	余留符号串：1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:mul#
步骤35	当前分析栈:TL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:mul#
步骤36	当前分析栈:FT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:mul#
步骤37	当前分析栈:@ASS_FnumT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:mul#
步骤38	当前分析栈:numT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：1;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:1mul#
步骤39	当前分析栈:T'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:1mul#
步骤40	当前分析栈:@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:1mul#
步骤41	当前分析栈:L'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:1mul#
步骤42	当前分析栈:@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:1mul#
步骤43	当前分析栈:@EQ_U'Z';BRA}#	余留符号串：;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:1mul#
步骤44	当前分析栈:Z';BRA}#	余留符号串：;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤45	当前分析栈:;BRA}#	余留符号串：;for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤46	当前分析栈:BRA}#	余留符号串：for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤47	当前分析栈:for(YZ;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：for(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤48	当前分析栈:(YZ;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：(inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤49	当前分析栈:YZ;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤50	当前分析栈:intZ;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：inti=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤51	当前分析栈:Z;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤52	当前分析栈:UZ';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤53	当前分析栈:@ASS_UidU'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤54	当前分析栈:idU'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤55	当前分析栈:U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤56	当前分析栈:=L@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：=1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤57	当前分析栈:L@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤58	当前分析栈:TL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤59	当前分析栈:FT'@DIV_MULL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤60	当前分析栈:@ASS_FnumT'@DIV_MULL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤61	当前分析栈:numT'@DIV_MULL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：1;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:1i#
步骤62	当前分析栈:T'@DIV_MULL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:1i#
步骤63	当前分析栈:@DIV_MULL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:1i#
步骤64	当前分析栈:L'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:1i#
步骤65	当前分析栈:@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:1i#
步骤66	当前分析栈:@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:1i#
步骤67	当前分析栈:Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤68	当前分析栈:;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤69	当前分析栈:G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤70	当前分析栈:FDF@COMPARE@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤71	当前分析栈:@ASS_FidDF@COMPARE@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤72	当前分析栈:idDF@COMPARE@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤73	当前分析栈:DF@COMPARE@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤74	当前分析栈:@COMPARE_OP<F@COMPARE@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤75	当前分析栈:<F@COMPARE@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：<11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:<i#
步骤76	当前分析栈:F@COMPARE@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:<i#
步骤77	当前分析栈:@ASS_Fnum@COMPARE@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:<i#
步骤78	当前分析栈:num@COMPARE@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：11;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:11<i#
步骤79	当前分析栈:@COMPARE@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:11<i#
步骤80	当前分析栈:@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:T1#
步骤81	当前分析栈:;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤82	当前分析栈:Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤83	当前分析栈:@ASS_QidO){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:#
步骤84	当前分析栈:idO){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤85	当前分析栈:O){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤86	当前分析栈:@SINGLE_OP++){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤87	当前分析栈:++){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：++){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤88	当前分析栈:){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：){for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤89	当前分析栈:{A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：{for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤90	当前分析栈:A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤91	当前分析栈:CA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤92	当前分析栈:XBRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤93	当前分析栈:BRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤94	当前分析栈:for(YZ;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：for(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤95	当前分析栈:(YZ;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：(intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤96	当前分析栈:YZ;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤97	当前分析栈:intZ;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：intj=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤98	当前分析栈:Z;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：j=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤99	当前分析栈:UZ';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：j=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤100	当前分析栈:@ASS_UidU'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：j=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤101	当前分析栈:idU'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：j=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:ji#
步骤102	当前分析栈:U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:ji#
步骤103	当前分析栈:=L@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：=i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:ji#
步骤104	当前分析栈:L@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:ji#
步骤105	当前分析栈:TL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:ji#
步骤106	当前分析栈:FT'@DIV_MULL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:ji#
步骤107	当前分析栈:@ASS_FidT'@DIV_MULL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:ji#
步骤108	当前分析栈:idT'@DIV_MULL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:iji#
步骤109	当前分析栈:T'@DIV_MULL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:iji#
步骤110	当前分析栈:@DIV_MULL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:iji#
步骤111	当前分析栈:L'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:iji#
步骤112	当前分析栈:@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:iji#
步骤113	当前分析栈:@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:iji#
步骤114	当前分析栈:Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
步骤115	当前分析栈:;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：;j>0;j--){mul=mul*j;}sum=sum+mul;}}#	语义栈:i#
